claim,cleaned_claim,source_label,normalized_label,source_category
فايروس كورونا مسجل كبراءة اختراع أميركية.,ايروس ورو مسجل بريء اختراع أميركي,مضلل,Partly-false,صحة
دورة للرقص الشرقي في جدة مع الراقصة فيفي عبده...التسجيل متاح للرجال والنساء.,دور رقص شرق جد راقص يف عبدهالتسجيل متاح رجل نساء,زائف,False,موسيقى
الصين تبني: مستشفى للمصابين بفايروس كورونا في 48 ساعة فقط، وأول مبنى لمستشفى للمصابين بفايروس كورونا تم إنجازه في 16 ساعة فقط، ومبنى ضخم تم بناؤه كمستشفى للمصابين بفايروس كورونا في أربعة أيام.,ص تاب مستشف مصاب فايروس ورو ثمانية وأربعون ساعي فقط أول مبن مستشف مصاب فايروس ورو تم إنجاز ستة وعشرة ساعي فقط مبن ضخم تم ناو مستشف مصاب فايروس ورو أربع أيام,مضلل,Partly-false,أخبار
الصين تعيد فتح المساجد التي أغلقتها   جزئيا,ص أعاد فتح مسجد أغلق جزيي,partially-fake,Partly-false,سياسي
صورة للقيادي في التيار الصدري حاكم الزاملي يرفع سيفه وسط أنصار التيار احتفالاً بالانتصار على المتظاهرين.,صورة قياد تيار صدر حاكم زامل رفع سيف وسط أنصار تيار احتفال انتصار متظاهر,مضلل,Partly-false,سياسة
صورة طفل مجهول لا يتجاوز الخامسة من عمره، تجول مواقع عربية على وسائل التواصل الاجتماعي، وفي كل مرة حدث وعنوان جديد.,صورة طفل مجهول تجاوز خامس عمر تجول موقع عربي سايل واصل اجتماع مر حدث عنوان جديد,زائف,False,أخبار
تنبأ مسلسل عائلة سيمبسون الأمريكي بتفشّي فايروس كورونا في إحدى حلقاته التي بُثت عام 1993.,تنبا مسلسل عايل سيمبسون امر تفشي ايروس ورو أحد حلقة بث عام ألف وتسعمئة وثلاثة وتسعون,مضلل,Partly-false,ترفيه
هل اليانسون يحمي من فيروس كورونا وهل ذكره رسول الله صلى الله عليه وسلم,يانسون يحم يروس ورو هل ذكر رسول ل صل ل سلم,fake,False,طبي
الحكومة تقرر توحيد مدة الاجازات السنوية لكل الموظفين لتصبح 30 يوما.,حكوم تقرر توحيد مد إجازة سنوي كل موظف أصبح ثلاثون يوم,مضلل,Partly-false,أخبار
"قصة رواها بيل غيتس عندما سُئل ""هل هناك شخص أغنى منك في العالم؟""، تتحدث عن بائع جرائد أعطى غيتس صحيفة مرتين مجاناً عندما لم يكن يملك المال لشرائها، ثمّ التقاه بعد 19 عاماً حينما أصبح الأغنى في العالم، ليشعر غيتس بعد اللقاء أنّ ذاك البائع هو الشخص الوحيد في العالم الأغنى منه.",قص روا بيل غيتس سيل شخص اغن من عالم تحدث ايع جرايد اعط غيتس صحيف مر مجان كان ملك مال شر تقا تسعة وعشرة عام حين أصبح اغن عالم شعر غيتس لقاء بايع شخص وحيد عالم اغن,مشكوك فيه,Partly-false,أخبار
"وزير الأوقاف المصري: ""ابتداءً من الجمعة القادمة سيتعيّن على كل مواطن دفع ثلاثة جنيه أجرة للخطيب عن خطبة الجمعة"".",زير اوقاف مصر ابتداء جمع قادم سيتع مواطن دفع ثلاث اجر خطيب خطب جمع,زائف,False,روحانيات ودين
الصورة المكبرة بالميكروسكوب لفيروس كورونا القاتل,صورة مكبر ميكروسكوب فيروس ورو قاتل,fake,False,طبي
أن خطاب كوبي ضد إسرائيل في الأمم المتحدة هو السبب لحادثة المروحية,خطاب وب ضد اسراييل أمم متحد سبب حادث مروحي,fake,False,سياسي
تسريب حقيقي من الصين فيديوهات هربت من الصين شوفو الوضع الحقيقي لمرضي الكرونا,تسريب حقيق ص يديوهات هرب ص شوفو وضع حقيق مرض كرو,fake,False,طبي
شاب يسافر وحيداً على متن طائرة متجهة من  دبي إلى الصين.,شاب سافر حيد متن طاير متجه دب ص,زائف,False,سفر
صورة عرض حلقة من حلقات سيمبسون عن فيروس كورونا عام 1993,صورة عرض حلق حلقة سيمبسون يروس ورو عام ألف وتسعمئة وثلاثة وتسعون,fake,False,طبي
فيديو لشخص يوهم طفلاً عراقياً أن أمه على قيد الحياة وأنه يحادثها عبر الهاتف، لينفجر الأول ضاحكاً ويبدأ الطفل بالبكاء.,يديو شخص يوهم طفل عراقي ام قيد حي حادث هاتف انفجر أول ضاحك يبدا طفل بكاء,زائف,False,أخبار
تعيين الدكتور وسيم يوسف خطيباً لجامع الشيخ سلطان بن زايد الأول، إضافةً إلى مهامه السابقة.,وعى دكتور سيم يوسف خطيب جامع شيخ سلطان ابن زايد أول مهمة سابق,مضلل,Partly-false,روحانيات ودين
أول رائد فضاء إماراتي هزاع المنصوري يستعد لاستكمال تجاربه العلمية,أول رايد ضاء امار هزاع منصور استعد استكمال تجربة علمي,مضلل,Partly-false,علوم
فتى مدمن على ألعاب الإنترنت حتى أصبح متخلفًا عقلياً والآن يخضع للعلاج,فت مدمن عاب إنترنت أصبح متخلف عقلي خضع علاج,fake,False,تكنولوجيا
اكتشاف مخازن كبرى لسلاح إيراني بحوزة جماعات إرهابية في سيناء.,اكتشاف مخزن بر سلاح إيران حوز جماعة إرهابي سيناء,زائف,False,أخبار
امرأة سخطها الله جرذاً لأنها لم تطعه!,أمر سخط ل جرذ ان أطاع,خرافة,False,ثقافة وفن
اختراق موقع وزارة الصحة المصرية من قبل هاكرز إيراني,اختراق موقع زار صح مصري هاكرز إيران,correct,True,سياسي
عقب حرائق غابات أستراليا،، ماتت أنثى الدب و بقي صغارها بلا أم، فألهم اللهُ الثعلبة بإرضاعهم في مشهد هز الضمائر,عقب حرايق غابة أستراليا مات انث دب بق صغير هم ل ثعلب ارضاعهم مشهد هز ضماير,fake,False,علوم
ظهور نسخة من القرآن الكريم داخل سفينة تايتنك عن طريق فريق استكشافي من ناشيونال جيوغرافيك، وذلك أثناء المسح الشامل لحطام السفينة ومحيطها للمرة الثالثة عشر منذ غرقها واستقرارها في عمق المحيط الأطلسي عام 1912.,ظهور نسخة قران كريم داخل سفين تايتنك طريق ريق استكشاف ناشيونال جيوغرافيك أثناء مسح شامل حطام سفين محيط مر ثالث غرق استقرار عمق محيط اطلس عام ألف وتسعمئة واثنان وعشرة,زائف,False,روحانيات ودين
خلال أعمال الدورة الحادية والخمسين لمعرض القاهرة الدولي للكتاب، استضافة الشيخ المثير للجدل إبراهيم أبو حسين في ندوة حول تجديد الخطاب الديني.,أعمال دور حاد خمس معرض قاهر دولة كتاب استضاف شيخ مثير جدل إبراهيم أبو حس ندو حول تجديد خطاب دين,مضلل,Partly-false,ثقافة وفن
أردوغان: قد نلجأ إلى عملية عسكرية أخرى إذا لم يتم حل الوضع في إدلب بشكل سريع.,اردوغان نلجا عمل عسكري آخر تم حل وضع ادلب شكل سريع,مضلل,Partly-false,أخبار
السبب الحقيقي لتحطّم مروحية لاعب كرة السلة كوبي براينت وابنته يكمن في خطابه ضد اليهود بعد عودته من زيارة لفلسطين.,سبب حقيق تحطم مروحي اعب كر سل وب راين ابنة كمن خطاب ضد يهودي عود زيار فلسط,زائف,False,أخبار
بالفيديو لمن يسأل عن سبب مرض كورونا في الصين... سوق لبيع لحوم الحيوانات الغريبة.,فيديو من يسال سبب مرض ورو ص سوق بيع حوم حيوان غريب,مضلل,Partly-false,سفر
إعدام أي شخص يصاب بفايروس كورونا في كوريا الشمالية.,إعدام شخص أصاب فايروس ورو ري شمالي,زائف,False,سياسة
غوغل يغيّر مساحة دولة فلسطين على محرّك البحث من 27 ألف كم مربع إلى 6.22 ألف كم مربع.,غوغل غير مساح دولة سط محرك بحث سبعة وعشرون ألف مربع ستمئة واثنان وعشرون ألف مربع,زائف,False,سياسة
وباء كورونا وصل الإمارات، 75 إصابة في أبو ظبي و63 في دبي.,باء ورو وصل امار خمسة وسبعون أصاب أبو ظب و ثلاثة وستون دب,زائف,False,صحة
الإعلامي المصري وحارس مرمى الأهلي الأسبق أحمد شوبير يعترف بممارسة النادي الأهلي ضغوطاً على الاتحاد الأفريقي لكرة القدم (الكاف) لاستبعاد الحكم الغامبي بكاري غاساما، وتعيين الحكم المغربي رضوان جيد، لإدارة مباراة الأهلي المصري والهلال السوداني.,اعلام مصر حارس مرم أهل اسبق أحمد شوبير اعترف ممارس نادي أهل ضغط اتحاد افريق كر قدم كاف استبعاد حكم غامب كار غاساما وعى حكم مغرب رضوان جيد أدار مبارا أهل مصر هلال سودان,زائف,False,رياضة
تدفق الدماء من الأرض في شوارع تركيا بعد الزلزال الأخير(فيديو),تدفق دم أرض شارع تركيا زلزال اخيرفيديو,misleading-title,False,اجتماعي
وفاة الشيخ طلحة المصري وهو يؤم المصلين بصلاة الفجر,فا شيخ طلح مصر يوم مصلي صلا فجر,misleading-title,False,ديني
الفلسطينيون يعترفون بتكساس كجزء من المكسيك,فلسطيني اعترف تكساس جزء مكسيك,ساخر,Sarcasm,سياسة
والدة ووالد الناشطة التونسية لينا بن مهني رحبا بالقوى التقدمية والديمقراطية فقط، لحضور جنازة ابنتهما.,الد والد ناشط تونسي ين ابن مهنة رحب قو تقدمي ديموقراطي فقط حضور جناز ابنة,زائف,False,أخبار
"صرّح الرئيس الأميركي دونالد ترامب، عن عدم وجود إصابات في صفوف الجيش الأميركي في القصف الإيراني لقاعدة عين الأسد العسكرية الأميركية في العراق في تاريخ 8 يناير/كانون الثاني من العام الجاري. وفي تصريحٍ لاحق، بعد إعلان وزارة الدفاع الأميركية/ البنتاغون وجود عدد من الإصابات الدماغية في صفوف الجيش الأميركي، قال ترامب: ""لقد علمت أنهم عانوا من الصداع"".",صرح رييس امير دونالد ترامب عدم جود إصابة صف جيش امير قصف إيران قاعد أسد عسكري أميركي عراق تاريخ ثمانية ينايركانون ثاني عام جار تصريح احق إعلان زار دفاع أميركي بنتاغون جود عدد إصابة دماغ صف جيش امير قال ترامب علم ان عاني صداع,مضلل,Partly-false,سياسة
أول مصري يموت بفايروس كورونا.,أول مصر مات فايروس ورو,زائف,False,صحة
"""ووهان جيايو"" هتافات تشجيعية وليست صرخات ذعر وعويل",هان جيايو هتاف تشجيع ليس صرخة ذعر عويل,misleading-title,False,طبي
كوريا الشمالية تعدم المصابين بفيروس كورونا,ري شمالي عدم مصاب فيروس ورو,sarcastic,Sarcasm,طبي
"تصريح على لسان ترامب يقول ""فعلنا كل ما بوسعنا لقتل النظام التعليمي في مصر ودفعهم للتخلف، ولكن رئيس جامعة القاهرة كَشَفَنا وقرّر حظر النقاب. هم الآن على قمّة الهرم العلمي. لم يعد بإمكاننا فعل شيء"".",تصريح سان ترامب قال علن وسع قتل نظام تعليم مصر دفع أخلف رييس جامع قاهر شف قرر حظر نقاب قم هرم علم عد إمكان فعل شيء,زائف,False,أخبار
"""كورونا"" يصل سورية ويقتل فتاتين في ريف حلب.",ورو وصل سوري قتل تأت ريف حلب,مشكوك فيه,Partly-false,صحة
"الرئيس التونسي قيس سعيد يستقبل حاخاماً ""إسرائيلياً"" لبحث سبل التعاون السياحي بين تونس و""إسرائيل"".",رييس تونس قيس سعيد استقبل حاخام اسراييليا بحث سبيل تعاون سائح تونس اسراييل,زائف,False,سياسة
اللواء خالد المحجوب آمر إدارة التوجيه المعنوي يعترف بمسؤولية جيش حفتر عن قصف الكلية العسكرية في طرابلس.,لواء خالد محجوب أمر أدار توج معنو اعترف مسوولي جيش حفتر قصف كلي عسكري طرابلس,زائف,False,سياسة
"نقلت وكالة الأناضول عن مصدر فلسطيني أن الرئيس محمود عباس رفض تلقي مكالمة هاتفية من الرئيس الأميركي دونالد ترامب لمناقشة ما بات يُعرف بـ ""صفقة القرن"".",نقل ال اناضول مصدر سط رييس محمود عباس رفض لقي مكالم هاتفي رييس امير دونالد ترامب مناقش عرف ب صفق قرن,مشكوك فيه,Partly-false,سياسة
سيمبسون يتنبأ بموت اللاعب كوبي براينت,سيمبسون يتنبا موت لاعب وب راين,fake,False,اجتماعي
"أميركا تتنبأ بـ ""كورونا"" منذ 9 سنوات والدليل فيلم ""كونتيجن"".",اميركا تتنبا ب ورو تسعة سنة دليل لام نتيجن,زائف,False,ترفيه
ايطاليا انتهت حلول الأرض والأمر متروك للسماء,ايطاليا انتهى حل أرض أمر متروك سماء,fake,False,اجتماعي
العثور على كمية كبيرة من رؤوس الكلاب المسلوخة بمصر,عثور مي بير رووس كلب مسلوخ مصر,fake,False,اجتماعي
رئيس دولة الصين يطلب من المسلمين الدعاء للصين,رييس دولة ص طلب مسلم دعاء لص,deceptive,False,سياسي
الصين تحرق القرآن والكتب الدينية والسجادات وكل ما يتعلق بالإسلام في تركستان الشرقية.,ص أحرق قران كتاب ديني سجاد تعلق إسلام تركستان شرقي,مضلل,Partly-false,روحانيات ودين
بكين تعلن التوصُّل لدواء مضاد لفيروس كورونا.,ك أعلن توصل دواء مضاد فيروس ورو,زائف,False,صحة
مقطع فيديو لوزيرة الدفاع اللبنانية زينة عكر عدرا وهي ترقص مع سفير لبنان في أميركا.,مقطع يديو وزير دفاع لبناني زين عكر عدرا رقص سفير بنان اميركا,زائف,False,ترفيه
"سلطان عُمان الجديد يرفض استقبال السيسي ويُعلن ""لن أستقبل أي رئيس وصل للحكم عن طريق الانقلاب"".",سلطان عمان جديد رفض استقبال سيس أعلن استقبل رييس وصل حكم طريق انقلاب,زائف,False,سياسة
أردوغان يهدد الشعب والجيش المصري بالهلاك إذا خرجوا لمواجهة الأتراك.,اردوغان هدد شعب جيش مصر هلاك خرج مواجه أتراك,زائف,False,سياسة
ظهور طائرة بعد 35 عاماً على اختفائها، وكان ركابها وطاقهما قد تحولوا إلى هياكل عظمية.,ظهور طاير خمسة وثلاثون عام اختفاي راكب طاق تحول هيكل عظمة,خرافة,False,سفر
سلطان عٌمان الجديد: اليمن وعُمان في الجزيرة العربية وما عداهما لم يكن هناك وجود,سلطان عمان جديد يمن عمان جزير عربي عدا كان جود,زائف,False,سياسة
بناء مستشفى لمعالجة مصابي فيروس كورونا في الصين خلال عشرة أيام ،,نائي مستشف معالج مصاب يروس ورو ص عشر أيام,correct,True,طبي
"قالت مصادر سكاي نيوز عربية إن ما يسمى بـ ""شورى"" ميليشيا الحشد الشعبي قامت بانتخاب ""أبي علي البصري"" نائباً لرئيس الحشد خلفاً لأبي مهدي المهندس الذي لقي مصرعه في غارة أميركية استهدفت الجنرال الإيراني قاسم سليماني في بغداد.",قال مصدر سك نيوز عربي سمى ب شور ميليشيا حشد شعب قام انتخاب اب بصر نايب رييس حشد خلف اب مهد مهندس لق مصرع غار أميركي استهدف جنرال إيران قاسم سليمان غداد,مشكوك فيه,Partly-false,سياسة
كيف أهانت الحكومة والأسرة المالكة في بريطانيا الرئيس المصري عبد الفتاح السيسي خلال زيارته إلى لندن؟,اهان حكوم أسر مالك ريطانيا رييس مصر عبد فتاح سيس زيارة ندن,مضلل,Partly-false,سياسة
الرئيس الفرنسي إيمانويل ماكرون، اعتذر من أجهزة الأمن الإسرائيلية عقب توبيخه لهم عند زيارته لكنيسة القديسة حنة في القدس.,رييس فرنس إيمانويل ماكر اعتذر اجهز أمن اسراييلي عقب توبيخ زيارة كنيس قديس حن قدس,إثارة,Partly-false,سياسة
الجيش الوطني الليبي يلقي القبض على جنود أتراك، خلال تحرير مدينة سرت.,جيش وطن ليب لقي قبض جندي أتراك تحرير مدين متسربل,خرافة,False,سياسة
سلطان عُمان الجديد يُحرج محمد بن زايد ويرفض مصافحته.,سلطان عمان جديد أحرج محمد ابن زايد رفض مصافحة,مضلل,Partly-false,سياسة
صورة تُظهر عبور حوت عملاق يرافقه صغيره تحت أحد الجسور في كندا.,صورة ظهر عبور حوت عملاق رافق صغير أحد جسر ند,زائف,False,أخبار
(مقطع) تأثير مشروبات الطاقة على الأشياء والأضرار الحقيقة لمشروبات الطاقة,مقطع تأثير مشروب طاق أشياء ضرر حقيق مشروب طاق,partially-fake,Partly-false,طبي
(مقطع) سقوط الشاب جاري من فوق إحدى ناطحات السحاب,مقطع سقوط شاب جار أحد ناطح سحاب,misleading-title,False,اجتماعي
مجموعة من الصور التي تُظهر وزيرات الدفاع، والإعلام، والبيئة، في الحكومة اللبنانية الجديدة.,مجموع صورة ظهر زير دفاع اعلام بيي حكوم لبناني جديد,زائف,False,أخبار
استقالة ثلاثة رؤساء بلديات في تركيا من حزب العدالة والتنمية بسبب سياسات أردوغان الفاشلة.,استقال ثلاث روساء دية تركيا حزب عدال نمى سياسة اردوغان فاشل,مضلل,Partly-false,سياسة
"انتشرت صور لقصف ""إسرائيلي"" على قطاع غزة بتاريخ 15 يناير / كانون الثاني 2020.",انتشر صورة قصف اسراييل قطاع غز تاريخ خمسة وعشرة ثاني ألفان وعشرون,مضلل,Partly-false,سياسة
نائب إيراني عن مقاطعة كرمان يعد بـ 3 ملايين دولار جائزة لمن يقتل ترامب.,نايب إيران مقطع رمان عد ب ثلاثة ملاي جايز من قتل ترامب,صحيح,True,سياسة
التلفزيون العُماني: إلقاء القبض على خلية إرهابية إماراتية حاولت اغتيال السلطان هيثم.,تلفزيون عمان قاء قبض خلي إرهابي إماراتي حاول اغتيال سلطان هيثم,مضلل,Partly-false,سياسة
الملك عبدالله الثاني يكرّم مفتي الجمهورية العربية السورية، أحمد بدر الدين حسّون، بوسام التميّز من الدرجة الأولى.,ملك عبدالل ثاني أكرم مفتي جمهوري عربي سوري أحمد بدر د حسون وسام ميز درج,مشكوك فيه,Partly-false,أخبار
المستشارة الألمانية أنغيلا ميركل، تطلب من الرئيس التركي خلع معطفه -البالطو- لدواعٍ أمنية.,مستشار ألماني انغيلا ميركل طلب رييس ترك خلع معطف بالطو داعي أمني,مضلل,Partly-false,سياسة
جامعة هارفرد تصنف القرآن الكريم كأفضل كتاب للعدالة,جامع هارفرد صنف قران كريم أفضل تاب عدال,misleading-title,False,ديني
فيديو للمسجد النبوي وهو مغطى بالثلوج.,يديو مسجد نبو مغط ثلج,زائف,False,أخبار
السيسي يعرض على محمد بن زايد زراعات الحشيش للتصدير قريباً إلى الإمارات,سيس عرض محمد ابن زايد زراع حشيش تصدير قريب امار,مضلل,Partly-false,سياسة
جامعة هارفارد تصنّف القرآن الكريم‬ كأفضل كتاب للعدالة.,جامع هارفارد صنف قران كريم أفضل تاب عدال,مضلل,Partly-false,أخبار
فيديو يُظهر إيرانيين يمرغون أنفسهم بالوحل في جنازة قاسم سليماني.,يديو ظهر ايراني يمرغ نفس وحل جناز قاسم سليمان,مضلل,Partly-false,أخبار
"وافق مجلس النواب الأردني بالأغلبية على تحويل اقتراح مشروع إلغاء اتفاقية الغاز مع ""إسرائيل"" إلى الحكومة.",أفق مجلس نائب اردن اغلبي تحويل اقتراح مشروع غاء اتفاق غاز اسراييل حكوم,مضلل,Partly-false,سياسة
صورة مسجد في الصين بني منذ ٧٠٠ عام كتب القرآن كله على جدرانه,صورة مسجد ص ابن سبعمئة عام كتب قران كل جدار,partially-fake,Partly-false,ديني
تقبيل الرئيس التركي أردوغان ليد روتشيلد أبو الماسونية العالمية,تقبيل رييس ترك اردوغان يد روتشيلد أبو ماسوني عالمي,fake,False,سياسي
فيديو شاب يقرأ القرآن في برنامج المواهب,يديو شاب أقر قران رنامج موهبة,fake,False,ديني
توأمان أحدهما سارق وتمت تبرئتهما بسبب تشابه الـ DNA لهما,توامان أحد سارق تم تبري تشاب ال ,partially-fake,Partly-false,اجتماعي
أحاديث باطلة منسوبة للنبي صلى الله عليه وسلم في فضل أكل ثمرة الرمان,أحاديث اطل منسوب نب صل ل سلم فضل أكل ثمر رمان,fake,False,ديني
شاهد كيف يهرب وزير الحرب في دولة الاحتلال من صواريخ المقاومة الفلسطينية في غزة.,شاهد هرب زير حرب دولة احتلال صاروخ مقاوم فلسطيني غز,مضلل,Partly-false,سياسة
عبور طائرة حربية بين قائمي برج أحد الجسور المعلقة(فيديو),عبور طاير حربي قايم برج أحد جسر معلقهفيديو,fake,False,اجتماعي
اتهام فادي الهاشم زوج الفنانة نانسي عجرم بالقتل العمد.,اتهام اد هاشم زوج فنان نانس عجرم قتل عمد,إثارة,Partly-false,أخبار
إفاقة شاب من الموت بعد غسله إثر إصابته بسكتة قلبية ،,آفاق شاب موت غسل اثر أصاب سكت قلب,misleading-title,False,طبي
تحديث وفاة يوسف أحمد ديدات بعد أيام من محاولة اغتيالهبر,تحديث فا يوسف أحمد ديدا أيام محاول اغتيالهبر,correct,True,سياسي
فار يتحرك على هيكل الصاروخ الخارجي لمركبة فضائية أطلقتها وكالة ناسا,فار تحرك هيكل صاروخ خارج مركب ضايي أطلق ال ناس,fake,False,علوم
صور لاحتجاجات في العاصمة السعودية الرياض تطالب بإسقاط حكم الملك وولي العهد.,صورة احتجاج عاصم سعودي روضة طالب اسقاط حكم ملك ل عهد,مضلل,Partly-false,سياسة
أخبار مزيفة حول حياة السلطان قابوس لا بد وقد سمعت عنها,اخبار مزيف حول حي سلطان قابوس بد سمع عن,fake,False,سياسي
استبدال نانسي عجرم في برنامج the voice kids بالفنانة نسرين طافش، بعد دفع قيمة شرط العقد الجزائي لمجموعة MBC البالغ 200 ألف دولار، بسبب حضور نانسي لجلسات استماع وشهادة ومحاكم متعلقة بقضيتها الأخيرة هي وزوجها.,استبدال نانس عجرم رنامج    فنان نسر طافش دفع قيمة شرط عقد جزا مجموع  بالغ مئتان ألف حضور نانس جلسة استماع شهاد محكمة متعلق قضى أخير زوج,زائف,False,ثقافة وفن
فنلندا تصبح أول بلد في العالم يعتمد 4 أيام عمل أسبوعياً، من الإثنين إلى الخميس لمدة ست ساعات في اليوم فقط.,نلندا أصبح أول بلد عالم اعتمد أربعة أيام عمل اسبوعي اثن خميس مد ساعة يوم فقط,زائف,False,أخبار
الشّرب المباشر من العبوات، هل يتسبب في إصابة أجسامنا بالدّيدان (فيديو),شرب مباشر عبوة تسبب أصاب اجسام دود يديو,misleading-title,False,طبي
فيديو يُظهر كيف تصدّت الدفاعات الجوية الأميركية للصواريخ الإيرانية.,يديو ظهر تصدى دفاع جوي أميركي صاروخ ايراني,مضلل,Partly-false,أخبار
احتفال الشّعب الاسترالي بهطول الأمطار بعد ساعات من أدائهم صلاة الاستسقاء,احتفال شعب استرال هطول أمطار ساعة ادا صلا استسقاء,partially-fake,Partly-false,اجتماعي
قناة الحدث تنشر مقطعا زائفا لتصدي القوات الأمريكية للصواريخ الإيرانية,قنا حدث نشر مقطع زايف صد قوة امريكي صاروخ ايراني,fake,False,سياسي
"ترامب يعطي الضوء الأخضر لإطلاق عملية ""صيد الخنازير"" في العراق.",ترامب أعطى ضوء اخضر اطلاق عمل صيد خنزير عراق,زائف,False,سياسة
تويتات تدعي وصول أول صور لدمار قاعدة عين الأسد ولكن الصور قديمة,تويت ودع صول أول صورة دمار قاعد أسد صورة قديم,misleading-title,False,سياسي
الصور الأولى المتداولة لدمار قاعدة عين الأسد ولكن الصور قديمة,صورة متداول دمار قاعد أسد صورة قديم,misleading-title,False,سياسي
طائر الحدأة هو المسبب الرئيس لاحتراق الغابات الاسترالية،,طاير حد مسبب رييس احتراق غابة استرالي,partially-fake,Partly-false,علوم
فيديو العين البشرية تحت المجهر,يديو ع بشري مجهر,fake,False,اجتماعي
إعدام١٠ آلاف من الجمال البرية في أستراليامعلومة صحيحة,إعدام عشرة اف جمال بر استراليامعلوم صحيح,correct,True,علوم
صورة ثلاثية الأبعاد توضح حرائق الغابات بأستراليا عبر الأقمار الصناعية,صورة ثلاثي إبعاد وضح حرايق غابة أستراليا أقمار صناعي,partially-fake,Partly-false,اجتماعي
اليابان تنشئ شارعاً في السماء بواسطة الليزر لتسهيل هبوط الطائرات في المطار,يابان تنش شارع سماء واسط ليزر تسهيل هبوط طاير مطار,زائف,False,تكنولوجيا
البيت الأبيض ينشر صورة للمسيح يحتضن ترامب.,بيت ابيض نشر صورة مسيح احتضن ترامب,زائف,False,سياسة
بنك لبنان والمهجر يعلن إفلاسه وأصحاب الأموال يقتحمون البنك.,بنك بنان مهجر أعلن إفلاس أصحاب أموال اقتحم بنك,مضلل,Partly-false,أعمال
خلع الرسول ﷺ نعليه عند العرش ليلة الإسراء,خلع رسول  نعل عرش يل اسراء,fake,False,ديني
حالة الرعب التي يعيشها السيسي جعلته لا يثق في وزراءه، حتى رئيس الوزراء قبل اللقاء به يتم تفتيشه تفتيشا ذاتيا كما حاله في الصورة.,حال رعب عاش سيس جعل وثق زراء رييس وزير لقاء تم تفتيش تفتيش ذاتي حال صورة,زائف,False,سياسة
جزار ذبح 5 آلاف حمار وأطعمها للأردنيين وتم القبض عليه,جزار ذبح خمسة اف حمار اطعم اردني تم قبض,partially-fake,Partly-false,اجتماعي
صورة للاعب التركي مسعود أوزيل برفقة طفل صيني مسلم، تضامنًا مع مسلمي الإيغور.,صورة لاعب ترك مسعود اوزيل رفق طفل صين مسلم تضامن مسلم إيغور,زائف,False,رياضة
"وصف البابا فرانسيس الاحتفال بعيد الميلاد بــ ""الجاهلية""، واعتبره حكاية خرافية لا وجود لها في الإنجيل.",وصف بابا رانسيس احتفال عيد ميلاد ب جاهلي اعتبر حكاي خرافي جود انجيل,زائف,False,روحانيات ودين
هل النظر المباشر للشمس أثناء الكسوف قد يسبب العمى,نظر مباشر شمس أثناء كسوف سبب عم,correct,True,طبي
موت الحوت الأزرق الذي سُمِع صوته في ليبيا ومصر,موت حوت أزرق سمع صوت يبي مصر,partially-fake,Partly-false,اجتماعي
تعذيب مسلمي الإيغور في الصين وتعليق الكلاب الميتة في رقابهم,تعذيب مسلم إيغور ص تعليق كلب ميت رقبة,fake,False,سياسي
تعذيب المسلمين في الصين على طريقة القرون الوسطى,تعذيب مسلم ص طريق قرن وسط,fake,False,سياسي
مسعود أوزيل يتبنى طفلة إيغورية هاربة من الصين,مسعود اوزيل تبنى طفل ايغوري هارب ص,fake,False,سياسي
فيديو تعذيب ثلاثة من مسلمي الإيغور في الصين,يديو تعذيب ثلاث مسلم إيغور ص,fake,False,سياسي
إرسال ملكين للمرأة في وقت الولادة عن يمينها وشمالها,إرسال ملك مر وقت ولاد يمين شمال,fake,False,ديني
زبيبة الصلاةين العلم والدين والخرافة,زبيب صلا علم الد خروف,fake,False,ديني
هجوم مسلح في أحد محطات القطارات في العاصمة الألمانية برلين، والشرطة الألمانية تقتل مسلح وتعتقل آخر ومعلومات عن قتلى وجرحى.,هجوم مسلح أحد محطة قطار عاصم ألماني رل شرط ألماني قتل مسلح اعتقل آخر معلومة قتل جرح,زائف,False,أخبار
صورة لطائرة إماراتية مرصّعة بالألماس ستجول العالم احتفالاً بعيد رأس السنة.,صورة طاير إماراتي مرصع ألماس تجول عالم احتفال عيد راسي سن,زائف,False,سفر
فيديو من لبنان يُظهر رجلاً يخاطب أحد عناصر مكافحة الشغب عقب اندلاع الحركة الاحتجاجية في 17 أكتوبر/ تشرين الأول من العام الجاري.,يديو بنان ظهر رجل خاطب أحد عنصر مكافح شغب عقب اندلاع حرك احتجاج سبعة وعشرة أكتوبر أول عام جار,مضلل,Partly-false,سياسة
إمام يتم اعتقاله داخل مسجده بالنرويج على خلفية واقعة حرق القرآن,تم اعتقال داخل مسجد نرويج خلف اقع حرق قران,partially-fake,Partly-false,ديني
كيك مصنوع في إسرائيل يُصدر للإمارات بداخله حبوب تسبب الشلل,كيك مصنوع اسراييل صدر امار داخل حب تسبب شلل,fake,False,طبي
صورة من بورما لطفل يعانق والده مودّعاً إياه قبل تنفيذ حكم الإعدام بحقه.,صورة ورم طفل عانق الد مودع أي تنفيذ حكم إعدام حق,مضلل,Partly-false,سياسة
البنادول يتسبب في الوفاة عند تناوله مع مشروب غازي,نادول تسبب وفا تناول مشروب غاز,fake,False,طبي
(فيديو) مغني الراب الأمريكي بوب جون يتحدث عن حلاوة الإيمان بعد إسلامه,يديو مغني راب امر بوب جون تحدث حلاو إيمان إسلام,fake,False,ديني
